Dataset Name,Observation Date,Series Display Name,Observation Value,Unit
Export Receipts by Commodities and Groups,31-Aug-05,............B) Leather Gloves,8100.855,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............C) Other Leather Manufact,2874.616,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......32 Footwear,12310.413,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............A) Leather Footwear,6225.57,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............B) Canvas Footwear,490.296,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............C) Other Footwear,5594.547,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......33 Surgical Goods & Medical Instr.,16847.137,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......34 Cutlery,2379.707,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......35 Onyx Manufactured,998.231,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......36 Chemical & Pharmaceutical Prod,33339.491,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............A) Fertilizer Manufacture,132.825,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............B) Plastic Materials,14890.385,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............C) Pharmaceutical Product,4280.637,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............D) Other Chemicals,14035.644,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......37 Engineering Goods,29370.343,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............A) Electric Fans,1949.711,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............B) Transport Equipment,6073.853,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............C) Other Electrical Machi.,4164.765,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............D) Machi.nery Specialized,1129.17,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............E) Auto Parts,917.839,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,............F) Other Machi.nery,15135.005,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......38 Gems,188.093,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......39 Jewellary,513.289,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......40 Furniture,864.002,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......41 Molasses,434.087,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......42 Handicrafts,1.849,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......43 Cement,11564.549,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,......44 Guar and Guar Products,1920.419,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,E. All Others,50644.902,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,I. Total Export Receipts through Banks,1244031.116,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,II Freight on Export,45000,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,III Export Receipts Banks (fob),1199031.116,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,IV Other Exports,168899.884,Thousand USD
Export Receipts by Commodities and Groups,31-Aug-05,. Total Export as per BOP,1367931,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,A. Food Group,121415.279,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......1 Rice,67061.511,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............A) Basmati,49721.948,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............B) Others,17339.563,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......2 Fish & Fish Preparations,8707.72,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......3 Fruits,10620.727,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......4 Vegetablees/Leguminous Vegetable,11362.064,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......5 Tobacco,2152.153,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......7 Spices,801.837,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,"......8 Oil Seeds, Nuts and Kernels",681.786,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......9 Sugar,1335.356,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......10 Meat and Meat Preparations,2145.01,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......11 All Other Food Items,16547.115,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,B. Textile Group,690785.492,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......12 Raw Cotton,6110.252,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......13 Cotton Yarn,69363.15,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......14 Cotton Cloth,183772.977,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......15 Cotton Carded or Combed,18091.073,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......16 Yarn Other than Cotton Yarn,9023.813,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......17 Knitwear,147471.107,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......18 Bed Wear,88547.489,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......19 Towels,7719.526,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,"......20 Tents,Canvas & Tarpaulin",5176.894,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......21 Readymade Garments,68044.299,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,"......22 Art,Silk & Synthetic Textile",23225.861,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......23 Madeup Articles(incl.Other Tex,26380.411,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......24 Other Textile Materials,37858.64,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,C. Petroleum Group,45174.48,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......25 Petroleum Crude,3776.044,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......26 Petroleum Products,4041.692,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......27 Solid Fuel including Naphtha,37356.744,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,D. Other Manufacture,226726.869,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,"......28 Carpets,Rugs & Mats",18856.829,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......29 Sports Goods,35184.424,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............A) Footballs,17163.728,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............B) Gloves,5913.33,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............C) Others,12107.366,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......30 Leather Tanned,33347.839,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......31 Leather Manufactures,25921.928,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............A) Leather Garments,16572.811,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............B) Leather Gloves,4170.484,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............C) Other Leather Manufact,5178.633,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......32 Footwear,8163.8,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............A) Leather Footwear,3254.926,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............B) Canvas Footwear,577.6,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............C) Other Footwear,4331.274,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......33 Surgical Goods & Medical Instr.,16640.89,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......34 Cutlery,2778.679,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......35 Onyx Manufactured,756.228,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......36 Chemical & Pharmaceutical Prod,49763.622,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............A) Fertilizer Manufacture,139.62,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............B) Plastic Materials,19100.577,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............C) Pharmaceutical Product,4219.386,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............D) Other Chemicals,26304.039,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......37 Engineering Goods,18055.025,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............A) Electric Fans,2194.706,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............B) Transport Equipment,2985.198,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............C) Other Electrical Machi.,4273.947,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............D) Machi.nery Specialized,1971.353,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............E) Auto Parts,783.653,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,............F) Other Machi.nery,5846.168,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......38 Gems,294.689,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......39 Jewellary,526.753,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......40 Furniture,703.733,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......41 Molasses,5876.43,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......42 Handicrafts,28.687,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......43 Cement,8204.155,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,......44 Guar and Guar Products,1623.158,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,E. All Others,44734.784,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,I. Total Export Receipts through Banks,1128836.904,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,II Freight on Export,43800,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,III Export Receipts Banks (fob),1085036.904,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,IV Other Exports,85700.096,Thousand USD
Export Receipts by Commodities and Groups,31-Jul-05,. Total Export as per BOP,1170737,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,A. Food Group,128590.174,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......1 Rice,68816.016,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............A) Basmati,55747.735,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............B) Others,13068.281,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......2 Fish & Fish Preparations,14551.299,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......3 Fruits,8399.611,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......4 Vegetablees/Leguminous Vegetable,10984.338,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......5 Tobacco,946.301,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......7 Spices,691.516,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,"......8 Oil Seeds, Nuts and Kernels",454.52,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......9 Sugar,1579.269,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......10 Meat and Meat Preparations,2223.738,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......11 All Other Food Items,19943.566,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,B. Textile Group,776452.523,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......12 Raw Cotton,7202.175,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......13 Cotton Yarn,87204.75,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......14 Cotton Cloth,191747.987,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......15 Cotton Carded or Combed,18846.075,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......16 Yarn Other than Cotton Yarn,8525.429,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......17 Knitwear,158318.496,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......18 Bed Wear,103474.319,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......19 Towels,9838.418,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,"......20 Tents,Canvas & Tarpaulin",6032.844,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......21 Readymade Garments,77654.612,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,"......22 Art,Silk & Synthetic Textile",29279.627,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......23 Madeup Articles(incl.Other Tex,27582.408,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......24 Other Textile Materials,50745.383,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,C. Petroleum Group,50356.002,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......25 Petroleum Crude,3707.538,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......26 Petroleum Products,4958.847,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......27 Solid Fuel including Naphtha,41689.617,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,D. Other Manufacture,268370.656,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,"......28 Carpets,Rugs & Mats",26457.471,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......29 Sports Goods,37466.051,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............A) Footballs,17384.582,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............B) Gloves,6327.051,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............C) Others,13754.418,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......30 Leather Tanned,34591.612,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......31 Leather Manufactures,29127.431,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............A) Leather Garments,19055.277,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............B) Leather Gloves,5477.825,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............C) Other Leather Manufact,4594.329,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......32 Footwear,21353.951,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............A) Leather Footwear,10112.211,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............B) Canvas Footwear,246.066,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............C) Other Footwear,10995.674,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......33 Surgical Goods & Medical Instr.,20166.347,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......34 Cutlery,3413.797,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......35 Onyx Manufactured,840.575,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......36 Chemical & Pharmaceutical Prod,47416.425,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............A) Fertilizer Manufacture,439.175,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............B) Plastic Materials,21824.573,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............C) Pharmaceutical Product,4969.211,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............D) Other Chemicals,20183.466,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......37 Engineering Goods,27082.897,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............A) Electric Fans,2476.706,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............B) Transport Equipment,4588.572,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............C) Other Electrical Machi.,5141.942,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............D) Machi.nery Specialized,1857.598,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............E) Auto Parts,1022.035,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,............F) Other Machi.nery,11996.044,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......38 Gems,205.016,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......39 Jewellary,1004.027,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......40 Furniture,1132.672,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......41 Molasses,9709.515,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......42 Handicrafts,61.055,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......43 Cement,6474.567,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,......44 Guar and Guar Products,1867.247,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,E. All Others,50458.23,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,I. Total Export Receipts through Banks,1274227.585,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,II Freight on Export,43000,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,III Export Receipts Banks (fob),1231227.585,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,IV Other Exports,146900.415,Thousand USD
Export Receipts by Commodities and Groups,30-Jun-05,. Total Export as per BOP,1378128,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,A. Food Group,143783.673,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......1 Rice,97739.434,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............A) Basmati,81402.523,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............B) Others,16336.911,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......2 Fish & Fish Preparations,11947.072,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......3 Fruits,4284.255,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......4 Vegetablees/Leguminous Vegetable,5319.401,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......5 Tobacco,336.912,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......7 Spices,825.14,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,"......8 Oil Seeds, Nuts and Kernels",1066.722,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......9 Sugar,2492.192,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......10 Meat and Meat Preparations,2128.238,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......11 All Other Food Items,17644.307,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,B. Textile Group,665838.526,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......12 Raw Cotton,7984.273,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......13 Cotton Yarn,62402.566,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......14 Cotton Cloth,180695.05,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......15 Cotton Carded or Combed,17607.361,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......16 Yarn Other than Cotton Yarn,7402.59,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......17 Knitwear,140232.305,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......18 Bed Wear,85623.488,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......19 Towels,9745.542,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,"......20 Tents,Canvas & Tarpaulin",7598.499,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......21 Readymade Garments,59367.028,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,"......22 Art,Silk & Synthetic Textile",19524.509,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......23 Madeup Articles(incl.Other Tex,24719.587,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......24 Other Textile Materials,42935.728,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,C. Petroleum Group,40788.52,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......25 Petroleum Crude,4754.677,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......26 Petroleum Products,5647.111,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......27 Solid Fuel including Naphtha,30386.732,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,D. Other Manufacture,234908.057,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,"......28 Carpets,Rugs & Mats",21475.824,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......29 Sports Goods,32938.095,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............A) Footballs,16285.71,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............B) Gloves,5496.059,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............C) Others,11156.326,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......30 Leather Tanned,29633.949,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......31 Leather Manufactures,23471.158,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............A) Leather Garments,16773.326,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............B) Leather Gloves,4208.045,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............C) Other Leather Manufact,2489.787,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......32 Footwear,8563.394,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............A) Leather Footwear,3948.429,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............B) Canvas Footwear,585.524,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............C) Other Footwear,4029.441,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......33 Surgical Goods & Medical Instr.,16426.952,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......34 Cutlery,2360.402,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......35 Onyx Manufactured,917.159,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......36 Chemical & Pharmaceutical Prod,60516.732,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............A) Fertilizer Manufacture,54.728,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............B) Plastic Materials,26077.306,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............C) Pharmaceutical Product,4522.033,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............D) Other Chemicals,29862.665,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......37 Engineering Goods,21943.918,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............A) Electric Fans,1674.918,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............B) Transport Equipment,3651.723,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............C) Other Electrical Machi.,4297.313,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............D) Machi.nery Specialized,4579.099,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............E) Auto Parts,977.408,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,............F) Other Machi.nery,6763.457,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......38 Gems,386.85,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......39 Jewellary,1405.077,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......40 Furniture,898.565,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......41 Molasses,4209.573,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......42 Handicrafts,79.968,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......43 Cement,7890.769,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,......44 Guar and Guar Products,1789.672,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,E. All Others,38345.488,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,I. Total Export Receipts through Banks,1123664.264,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,II Freight on Export,39000,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,III Export Receipts Banks (fob),1084664.264,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,IV Other Exports,97599.736,Thousand USD
Export Receipts by Commodities and Groups,31-May-05,. Total Export as per BOP,1182264,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,A. Food Group,136098.34,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......1 Rice,87666.498,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............A) Basmati,63368.757,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............B) Others,24297.741,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......2 Fish & Fish Preparations,14434.721,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......3 Fruits,7726.156,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......4 Vegetablees/Leguminous Vegetable,2853.284,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......5 Tobacco,264.225,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......7 Spices,1298.516,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,"......8 Oil Seeds, Nuts and Kernels",1844.337,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......9 Sugar,998.726,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......10 Meat and Meat Preparations,2449.133,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......11 All Other Food Items,16562.744,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,B. Textile Group,740829.304,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......12 Raw Cotton,8704.563,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......13 Cotton Yarn,75255.153,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......14 Cotton Cloth,196529.377,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......15 Cotton Carded or Combed,25109.273,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......16 Yarn Other than Cotton Yarn,8259.959,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......17 Knitwear,146661.68,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......18 Bed Wear,88322.645,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......19 Towels,11501.554,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,"......20 Tents,Canvas & Tarpaulin",6933.366,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......21 Readymade Garments,67536.015,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,"......22 Art,Silk & Synthetic Textile",25217.399,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......23 Madeup Articles(incl.Other Tex,25473.572,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......24 Other Textile Materials,55324.748,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,C. Petroleum Group,49411.021,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......25 Petroleum Crude,3128.142,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......26 Petroleum Products,25087.193,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......27 Solid Fuel including Naphtha,21195.686,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,D. Other Manufacture,263653.931,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,"......28 Carpets,Rugs & Mats",23984.722,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......29 Sports Goods,35787.358,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............A) Footballs,19328.04,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............B) Gloves,5912.133,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,............C) Others,10547.185,Thousand USD
Export Receipts by Commodities and Groups,30-Apr-05,......30 Leather Tanned,32316.237,Thousand USD
