Dataset Name,Observation Date,Series Display Name,Observation Value,Unit
Export Receipts by Commodities and Groups,31-Dec-15,"......8 Oil Seeds, Nuts and Kernels",2234.526,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......9 Sugar,2588.228,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......10 Meat and Meat Preparations,23998.093,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......11 All Other Food Items,45394.647,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,B. Textile Group,1121905.051,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......12 Raw Cotton,1484.841,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......13 Cotton Yarn,116271.69,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......14 Cotton Cloth,197304.958,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......15 Cotton Carded or Combed,6195.317,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......16 Yarn Other than Cotton Yarn,2271.086,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......17 Knitwear,189896.659,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......18 Bed Wear,200975.495,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......19 Towels,64950.506,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,"......20 Tents,Canvas & Tarpaulin",11455.947,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......21 Readymade Garments,186067.421,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,"......22 Art,Silk & Synthetic Textile",26681.99,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......23 Madeup Articles(incl.Other Tex,66267.863,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......24 Other Textile Materials,52081.278,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,C. Petroleum Group,41941.935,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......25 Petroleum Crude,0,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......26 Petroleum Products,15490.879,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......27 Solid Fuel including Naphtha,26451.056,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,D. Other Manufacture,321452.428,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,"......28 Carpets,Rugs & Mats",10143.043,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......29 Sports Goods,43063.133,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............A) Footballs,16680.562,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............B) Gloves,9808.373,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............C) Others,16574.198,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......30 Leather Tanned,35453.414,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......31 Leather Manufactures,39674.252,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............A) Leather Garments,24905.944,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............B) Leather Gloves,9445.17,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............C) Other Leather Manufact,5323.138,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......32 Footwear,10165.406,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............A) Leather Footwear,5711.678,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............B) Canvas Footwear,16.125,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............C) Other Footwear,4437.603,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......33 Surgical Goods & Medical Instr.,34972.93,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......34 Cutlery,4651.347,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......35 Onyx Manufactured,1025.273,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......36 Chemical & Pharmaceutical Prod,75969.301,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............A) Fertilizer Manufacture,0,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............B) Plastic Materials,29238.6,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............C) Pharmaceutical Product,19518.124,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............D) Other Chemicals,27212.577,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......37 Engineering Goods,22764.651,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............A) Electric Fans,1700.47,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............B) Transport Equipment,1480.649,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............C) Other Electrical Machi.,4908.78,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............D) Machi.nery Specialized,1952.231,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............E) Auto Parts,956.142,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,............F) Other Machi.nery,11766.379,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......38 Gems,322.821,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......39 Jewellary,410.341,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......40 Furniture,472.99,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......41 Molasses,4.397,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......42 Handicrafts,24.905,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......43 Cement,40007.129,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,......44 Guar and Guar Products,2327.095,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,E. All Others,75357.045,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,I. Total Export Receipts through Banks,1926922.384,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,II Freight on Export,41081,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,III Export Receipts Banks (fob),1885841.384,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,IV Other Exports,61158.6,Thousand USD
Export Receipts by Commodities and Groups,31-Dec-15,. Total Export as per BOP,1946999.984,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,A. Food Group,286040.635,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......1 Rice,152586.812,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............A) Basmati,46537.394,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............B) Others,106049.418,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......2 Fish & Fish Preparations,31747.679,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......3 Fruits,17639.619,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......4 Vegetablees/Leguminous Vegetable,12847.236,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......5 Tobacco,302.648,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......7 Spices,5582.062,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,"......8 Oil Seeds, Nuts and Kernels",2275.936,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......9 Sugar,0,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......10 Meat and Meat Preparations,17493.517,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......11 All Other Food Items,45565.126,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,B. Textile Group,983283.631,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......12 Raw Cotton,5328.565,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......13 Cotton Yarn,125804.303,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......14 Cotton Cloth,176725.779,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......15 Cotton Carded or Combed,4623.646,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......16 Yarn Other than Cotton Yarn,2621.868,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......17 Knitwear,182376.453,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......18 Bed Wear,154887.052,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......19 Towels,57549.892,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,"......20 Tents,Canvas & Tarpaulin",8873.583,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......21 Readymade Garments,150927.367,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,"......22 Art,Silk & Synthetic Textile",19872.359,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......23 Madeup Articles(incl.Other Tex,51579.106,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......24 Other Textile Materials,42113.658,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,C. Petroleum Group,54925.398,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......25 Petroleum Crude,0,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......26 Petroleum Products,27248.421,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......27 Solid Fuel including Naphtha,27676.977,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,D. Other Manufacture,271692.026,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,"......28 Carpets,Rugs & Mats",8783.351,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......29 Sports Goods,37742.195,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............A) Footballs,13537.289,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............B) Gloves,9764.818,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............C) Others,14440.088,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......30 Leather Tanned,31895.682,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......31 Leather Manufactures,36503.008,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............A) Leather Garments,24083.784,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............B) Leather Gloves,7772.972,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............C) Other Leather Manufact,4646.252,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......32 Footwear,6039.903,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............A) Leather Footwear,4237.67,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............B) Canvas Footwear,0,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............C) Other Footwear,1802.233,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......33 Surgical Goods & Medical Instr.,31655.905,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......34 Cutlery,3968.532,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......35 Onyx Manufactured,666.115,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......36 Chemical & Pharmaceutical Prod,65002.644,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............A) Fertilizer Manufacture,0,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............B) Plastic Materials,27307.475,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............C) Pharmaceutical Product,14476.233,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............D) Other Chemicals,23218.936,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......37 Engineering Goods,18301.511,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............A) Electric Fans,1497.477,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............B) Transport Equipment,823.303,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............C) Other Electrical Machi.,4088.518,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............D) Machi.nery Specialized,3060.872,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............E) Auto Parts,1032.082,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,............F) Other Machi.nery,7799.259,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......38 Gems,1014.656,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......39 Jewellary,638.492,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......40 Furniture,547.457,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......41 Molasses,158.07,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......42 Handicrafts,0,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......43 Cement,26715.19,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,......44 Guar and Guar Products,2059.315,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,E. All Others,92326.33,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,I. Total Export Receipts through Banks,1688268.02,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,II Freight on Export,33286,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,III Export Receipts Banks (fob),1654982.02,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,IV Other Exports,85018,Thousand USD
Export Receipts by Commodities and Groups,30-Nov-15,. Total Export as per BOP,1740000.02,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,A. Food Group,310074.6,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,......1 Rice,148788.369,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,............A) Basmati,56390.367,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,............B) Others,92398.002,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,......2 Fish & Fish Preparations,34184.006,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,......3 Fruits,20706.374,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,......4 Vegetablees/Leguminous Vegetable,14185.886,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,......5 Tobacco,374.604,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,......6 Wheat,0,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,......7 Spices,4994.127,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,"......8 Oil Seeds, Nuts and Kernels",1949.855,Thousand USD
Export Receipts by Commodities and Groups,31-Oct-15,......9 Sugar,0.624,Thousand USD
